Headline,Publication,Summary,Date
Presenting our big Boris Johnson archive: from Europe to the environment and more,"telegraph.co.uk, POLITICS; Version:2, 2934 words",,6/21/2019
Reality Bites Joe Biden's 'Clean Energy Revolution',"PA Pundits, 1613 words",,6/19/2019
Recent Articles of Interest,"Religion Clause, 640 words",,6/24/2019
"Remains of 152 people are set to be blasted into orbit aboard Elon Musk's SpaceX Falcon Heavy after loved ones pay $5,000 to place the human ashes on the rocket","MailOnline, NEWS; Version:2, 394 words",,6/22/2019
"rodeo drive is a dead end - try century city instead;If you imagine swanning through celebrity-filled stores, then you need to think again","Cape Argus (South Africa), TRAVEL; Pg. 12, 539 words",,6/22/2019
"Ron Johnson, Jeff Raider And Susan Tynan Talk Retail Sector","ValueWalk, 5612 words",,6/19/2019
SAN JOSE 3.0 - A CITY COMES OF AGE;The city's skilled tech workforce is raising its profile to the first rank,"Foreign Direct Investment (fDI), NEWS; Pg. 51, 697 words",,6/20/2019
School News,"Stirling Observer, FEATURES; Pg. 17, 461 words",,6/21/2019
"Self-Driving Truck Market Analysis by 2025: Top Players Like BMW AG, Isuzu Motors Limited, General Motors, Otto Motors, AB Volvo, Daimler AG","ReleaseWire, 1067 words",,6/19/2019
"Senator wants Facebook, Google to face lawsuits if they show political bias","The East Bay Times (California), 727 words",,6/19/2019
"Serbian, French premiers discuss Kosovo, investments","BBC Monitoring Europe - Political Supplied by BBC Worldwide Monitoring, 766 words",,6/24/2019
Silicon Valley needs to tone down its arrogance,"Gulf News (United Arab Emirates), 676 words",,6/21/2019
"SMART FOR RESALE, NOT FOR SAVINGS","Wall Street Journal Abstracts, M; Pg. 3, 42 words",,6/21/2019
Solar Alliance's SunBox Drives 266% Increase in Residential Solar Sales in Initial Rollout,"ACCESSWIRE, 948 words",,6/24/2019
Solar Alliance's SunBox Drives 266% Increase in Residential Solar Sales in Initial Rollout,"Global English (Middle East and North Africa Financial Network), 929 words",,6/24/2019
Solar Alliance's SunBox Drives 266% Increase in Residential Solar Sales in Initial Rollout,"Contify Energy News, 698 words",,6/24/2019
SpaceX Falcon Heavy launches with the remains of deceased NASA employees and basketball All-Stars on-board,"MailOnline, SCIENCE; Version:2, 438 words",,6/24/2019
SpaceX's Falcon Heavy center core CRASHES into the ocean but two side boosters make it back to Earth in one piece after 'most difficult launch ever',"MailOnline, SCIENCE; Version:21, 1110 words",,6/24/2019
SpaceX to Attempt its Most Challenging Rocket Launches to Date,"City News Service, 417 words",,6/24/2019
SpaceX to Attempt its Most Challenging Rocket Launches to Date,"Global Data Point, 416 words",,6/24/2019
SpaceX to Attempt its Most Challenging Rocket Launches to Date,"City News Service, 248 words",,6/24/2019
SpaceX to Attempt Rocket Launch Carrying 24 Satellites,"Global Data Point, 418 words",,6/24/2019
"Spock Days successful, brings in tourism","Vulcan Advocate, NEWS; Pg. A3, 623 words",,6/19/2019
"Spotify determines that it overpaid publishers in 2018, requests refund","The East Bay Times (California), 442 words",,6/22/2019
"State says gas tax revenue falls short;As California drivers face nation's highest fuel costs, lawmakers say more fees for road work may be needed.","Los Angeles Times, MAIN NEWS; bad desk codeLocal DeskPart A; Pg. 1, 1422 words",,6/21/2019
Stephen Schwarzman gives $188 million to Oxford to research AI ethics,"CNN Wire, 486 words",,6/19/2019
STEVEN PINKER WANTS CLEARER DELINEATION BETWEEN FACTS AND FEELINGS,"States News Service, 569 words",,6/21/2019
Stock Market Update,"Briefing.com, 5010 words",,6/20/2019
"Stocks - Adobe, CBS, American Express Rise Premarket","Forexpros, 237 words",,6/19/2019
Stocks - Futures Fall as U.S.-Iranian Tension Hits Sentiment,"Forexpros, 397 words",,6/21/2019
Stocks - Wall Street Lower on U.S-Iranian Tensions,"Forexpros, 268 words",,6/21/2019
Stocks - Wall Street Mixed Ahead of Fed Decision,"Forexpros, 398 words",,6/19/2019
"Stunning vistas, modern museums, quirky shops make Reno a favorite for tourists","St. Paul Pioneer Press (Minnesota), 2212 words",,6/22/2019
Successful Phase I Conclusion and Commences Phase II Drill Program at Nevada TLC Project,"Market News Publishing, 1139 words",,6/19/2019
"Talking Biz News Today — June 21, 2019","Talking Biz News, 442 words",,6/21/2019
Tech CU Provides an SBA 7A Loan to Lees Supermarket,"Financial Services Monitor Worldwide, 498 words",,6/19/2019
TGIF - Four Witches Test the Market Highs,"Phil's Stock World, 580 words",,6/21/2019
"The best offers on sport sedans for under $45,000;Passenger cars in the luxury category still appeal to Canadian drivers","Breaking News from globeandmail.com, OTHER, 1613 words",,6/21/2019
"The Daily 202: Trump's biggest mistake? Personnel, he says.;The president is haunted by early hiring decisions.","Washington Post Blogs , 8618 words",,6/24/2019
The remains of 152 people are set to be blasted into orbit on board Elon Musk's SpaceX Falcon Heavy after loved ones paid $5000 to place human ashes on the rocket,"MailOnline, NEWS; Version:1, 394 words",,6/22/2019
The Technology 202: A bipartisan pair of senators want companies to put a price on your data,"Washington Post Blogs , 1614 words",,6/24/2019
The Trails at Canyon Crest Luxury Apartment Homes to Celebrate Leasing Center Opening June 22;The REMM Group announces the opening of The Trails at Canyon Crest luxury apartment community in Riverside.,"PR Newswire, 474 words",,6/20/2019
THIN.COM Rides the Wave as Domain Name Packages Return to the Forefront of Investment Strategies,"Business Wire, 421 words",,6/20/2019
Trump 2020 Campaign Officially Kicks Off; Acting Defense Secretary Out; Key Trump Aide Testifies on Hill Today; U.S./Iran Tensions; 100-Year-Old Sprinter Takes Gold in 100-Meter Dash. Aired 5-5:30a ET,"CNN, EARLY START 5:00 AM EST, NEWS; International, 3448 words",,6/19/2019
"TWENTY IN THEIR 20S;ETTORE FANTIN, 25","Crain's Cleveland Business; Pg. 16; Vol. 40, 435 words",,6/24/2019
"UAW reaches deal, ends strike at Michigan auto parts factory","The Associated Press, BUSINESS NEWS, 120 words",,6/21/2019
"UAW reaches deal, ends strike at Michigan auto parts factory","Associated Press State & Local, BUSINESS NEWS, 120 words",,6/21/2019
"UAW reaches deal, ends strike at Michigan auto parts factory;UAW reaches deal, ends strike at Michigan auto parts factory","Canadian Press, BUSINESS, 119 words",,6/21/2019
Uber's flying taxi will slash your commute by 2023,"TechRadar, 392 words",,6/24/2019
"US Patent Issued to Kanagawa Institute of Industrial Science and Technology on June 18 for ""Crystal oriented ceramicscrystal oriented ceramics, the production process, and heat radiation material"" (Japanese Inventors)","US Fed News, 326 words",,6/19/2019
US restrictions on Chinese students raise concerns,"China Daily (Hong Kong Edition), 1989 words",,6/19/2019
US RESTRICTIONS RAISE CONCERNS,"China Daily, 2004 words",,6/19/2019
"U.S. stocks close higher amid mixed data, Fed decision","Xinhua Financial News, 552 words",,6/21/2019
"U.S. stocks close higher amid mixed data, Fed decision","Xinhua General News Service, INTERNATIONAL NEWS, 321 words",,6/21/2019
U.S. stocks open higher as Fed's rate decision lifts market,"Xinhua General News Service, INTERNATIONAL NEWS, 279 words",,6/20/2019
"U.S. stocks trade higher amid jobless data, Fed's rate cuts signals","Xinhua General News Service, INTERNATIONAL NEWS, 330 words",,6/21/2019
Valley Village hit-and-run driver kills 91-year-old Holocaust survivor,"The Mercury News (California), 446 words",,6/22/2019
"Vehicle Backup Cameras Market 2019 Global Share, Trends, Segmentation, Analysis and Forecast to 2024","MENA English (Middle East and North Africa Financial Network), 807 words",,6/24/2019
Volvo and Nvidia to develop driverless trucks,"MarketLine NewsWire (Formerly Datamonitor), AUTOMOTIVE, TRANSPORT AND LOGISTICS, 268 words",,6/20/2019
"VOLVO, NVIDIA TEAM UP TO BUILD SELF-DRIVING SYSTEM","Pretoria News (South Africa), BUSINESS REPORT; Pg. 12, 204 words",,6/19/2019
"Walmart robot vans cover 'middle mile';To cut costs, retailer tries self-drive tech to transport goods between hubs but not directly to customers.","Los Angeles Times, BUSINESS; Business DeskPart C; Pg. 1, 1233 words",,6/21/2019
Walmart tests driverless delivery market,"mergers&acquisitions.com; Vol. 1; No. 1, 1206 words",,6/19/2019
"Week ahead: Trump-Xi meeting, Fed, SpaceX"," FT.com, 678 words",,6/21/2019
Whatever happened to Revhead from Home and Away? Gavin Harrison looks VERY different from his days as a '90s bad boy - as he reveals his surprising new career away from the spotlight,"MailOnline, TV&SHOWBIZ; Version:2, 248 words",,6/24/2019
Why FOMO Is the Enemy of Good Urban Mobility Policy,"The Atlantic Cities, 1076 words",,6/19/2019
Wind farm battery to lead charge,"The Advertiser (Australia), NEWS; Pg. 32, 264 words",,6/22/2019
Xinhua Headlines: Chinese export firms reposition themselves against trade headwinds,"Xinhua General News Service, CHINA NEWS, 827 words",,6/22/2019
3 Surprising Ways To Profit From Lower Interest Rates,"Investor's Business Daily, ETFS, 1018 words",,6/17/2019
AI : the arms race for world domination,"La Tribune Hebdomadaire, TECHNO; Pg. PAF38,PAF39, 1167 words",,6/14/2019
Analysis: Boost In Factory Jobs Under Trump Favors Sunny Frontiers Over Ailing Hubs,"The Frontrunner, WASHINGTON NEWS, 116 words",,6/14/2019
A Place for Technology at Every Point in the Claims Process,"Insurance Journal - Wells Media, 793 words",,6/17/2019
"Automotive Artificial Intelligence Market Trends by 2024: Top Players Like Waymo, Intel Corporation, Microsoft Corporation, Micron Technology","ReleaseWire, 1173 words",,6/17/2019
Axonics Announces U.S. Food & Drug Administration Approves Use of Full-Body MRI for Pivotal Study Patients,"Contify Life Science News, 568 words",,6/18/2019
Axonics® Announces U.S. Food & Drug Administration Approves Use of Full-Body MRI for Pivotal Study Patients,"Business Wire, 789 words",,6/18/2019
Axonics Lands FDA's Approval for Use of Full-Body MRI for Pivotal Study Patients,"MT Newswires Live Briefs, 187 words",,6/18/2019
Balderdash to claim foreign investment is fleeing China,"China Daily, 435 words",,6/18/2019
BBC 1 Radio - 3:40 PM GMT,"TVEyes - BBC Radio 1, U.K. NATIONAL RADIO, 294 words",,6/14/2019
BBC Radio 4 - 00:35 AM GMT,"TVEyes - BBC Radio 4, U.K. NATIONAL RADIO, 404 words",,6/14/2019
Bill Bain Jr. gave Seattle some of its most recognizable buildings,"The Today File, 723 words",,6/16/2019
"Body Work, for Your Car and You","The New York Times, Section B; Column 0Business/Financial Desk; Pg. 5; WHEELS, 1070 words",,6/14/2019
"Book Review: With 'No One at the Wheel', the rich can steal the roads from us if we let them","State Capital Newsfeed Northwest Progressive Institute Advocate( Virginia), 1624 words",,6/16/2019
"Book Review: With 'No One at the Wheel', the rich can steal the roads from us—if we let them","Northwest Progressive Institute Advocate, 1624 words",,6/16/2019
BUFFALO REVITALIZATION TAKES WING,"Wall Street Journal Abstracts, A; Pg. 10, 57 words",,6/17/2019
Business Highlights,"The Associated Press, BUSINESS NEWS; Business Highlights, 840 words",,6/17/2019
Business Highlights,"Associated Press International, BUSINESS NEWS; Business Highlights, 840 words",,6/17/2019
Business Highlights;Business Highlights,"Canadian Press, BUSINESS, 841 words",,6/17/2019
CAC 40 Slides On Growth Concerns,"CE Noticias Financieras English, 188 words",,6/14/2019
CAC 40 Slides On Growth Concerns,"dpa-AFX International ProFeed, 195 words",,6/14/2019
California just passed a $215 billion budget. Here's what's between the lines.,"The East Bay Times (California), 2534 words",,6/14/2019
Can China choke off U.S. access to ‘rare earths' needed for high-tech products?,"Chicago Daily Herald, BUSINESS; Pg. 0, 1950 words",,6/16/2019
Car Stuck in the Shop? The New Waiting Room Has Movies and Manicures;wheels,"The New York Times - International Edition, BUSINESS, 1091 words",,6/18/2019
China’s rare earth stocks are investors’ new hedge against trade war,"China Economic Review - Daily & Industry, SECTOR NEWS, 179 words",,6/17/2019
China's rare earth stocks are investors' new hedge against trade war as Beijing rolls out countermeasures against Trump,"South China Morning Post.com, BIZ, 895 words",,6/17/2019
Christopher Elliott: CenturyLink is charging for service I didnt order,"The East Bay Times (California), 547 words",,6/16/2019
Cities will have new problems with the arrival of air taxis,"CE Noticias Financieras English, 870 words",,6/17/2019
Cochlear Receives FDA Approval for Nucleus Profile Plus and Nucleus 7 Sound Processor,"Hearing Review, 1096 words",,6/17/2019
"Come for a new alternator, stay for the grilled salmon or a movie","The San Diego Union Tribune, BUSINESS; C; Pg. 2, 993 words",,6/14/2019
Commentary: The electric vehicle revolution will be born in China,"Channel NewsAsia, ASIA PACIFIC, 888 words",,6/16/2019
Connected Claims Conference Report: Legacy Carriers Embrace Tech with 'Human Touch',"Carrier Management, 876 words",,6/16/2019
Dark Path electrifies the senses,"Hobart Mercury (Australia), NEWS; Pg. 9, 552 words",,6/14/2019
DAX Falls As Tech Stocks Drag,"CE Noticias Financieras English, 232 words",,6/14/2019
DAX Falls As Tech Stocks Drag,"dpa-AFX International ProFeed, 239 words",,6/14/2019
DeLorean' story finally hits silver screen,"The Detroit News (Michigan), NEWS; Pg. A1, 1001 words",,6/14/2019
DeLorean' story finally hits silver screen,"The Detroit News (Michigan), NEWS; Pg. A2, 1001 words",,6/14/2019
Domino's Pizza Delivery Through Nuro's Autonomous Vehicles,"dpa-AFX International ProFeed, 262 words",,6/18/2019
Domino's Pizza Delivery Through Nuro's Autonomous Vehicles,"RTT News (United States), 257 words",,6/18/2019
Domino's Pizza Delivery Through Nuro's Autonomous Vehicles,"CE Noticias Financieras English, 257 words",,6/18/2019
Don't fear taking your EV for a summer road trip: B.C. Hydro,"Postmedia Breaking News, LOCAL NEWS, 731 words",,6/14/2019
Dow Ends Lower in Narrow Trading Friday; Markets Shrug Off Global Tensions,"TheStreet.com, 814 words",,6/16/2019
"Drive Motors Is Now Modal, Announces $5 Million From New Investors To Expand Its Automotive Digital Commerce Technology","PR Newswire, 616 words",,6/14/2019
ELECTRIC CAR DAY EDUCATES HIGH-SCHOOLERS ABOUT GREENER FORMS OF TRANSPORTATION,"US Fed News, 507 words",,6/18/2019
"Electrification of US economy aligns incentives of utilities, stakeholders","SNL Energy Finance Daily; Extra, 1011 words",,6/18/2019
"Electrification of US economy aligns incentives of utilities, stakeholders","SNL Power Daily with Market Report; Extra, 1011 words",,6/18/2019
Envisioning the future of robotics in the world of business,"Daily Times; Vol. 17; No. 164, 843 words",,6/15/2019
Envisioning the future of robotics in the world of business,"Daily Times (PK), 814 words",,6/14/2019
Ethan Hawke strolls through NYC... as ex-wife Uma Thurman vacations with their son Levon in Italy,"MailOnline, TV&SHOWBIZ; Version:1, 247 words",,6/18/2019
